record_number,code,band_size,scribe,bander,band_prefix,band_number,species_code,species_name,calendar_age,wrp_age,how_age,how_age2,sex,how_sex,how_sex2,eye_color,skull,bp,cp,fat,body_molt,ff_molt,ff_wear,juv_plg,pp_covs,gr_covs,primaries,secondaries,tertials,rectrices,body_plg,wing_chord,mass,day,month,year,capture_time,release_time,station,net_number,status,disposition,notes,comments,notes,,,,,
NULL,N,1A,ES,MC,8051,83669,GRCA,Gray Catbird,U,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,0,N,3,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,36.9,7,2,2018,0725,0745,TREES,1,300,NULL,,MOSI,,,,,,
NULL,N,1A,ES,MC,8051,83670,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,3,0,N,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,32.2,7,2,2018,0725,0748,TREES,15,300,NULL,,MOSI,,,,,,
NULL,N,1A,ES,MC,8051,83671,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,2,0,N,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,34.9,7,2,2018,0725,0751,TREES,15,300,NULL,,MOSI,,,,,,
20190070,R,1A,JG,SGL,8051,83672,GRCA,Gray Catbird,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,38.0,31,3,2019,0920,0940,NULL,24,NULL,NULL,,NULL,,,,,,
NULL,N,1A,ES,MC,8051,83672,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,0,N,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,33.9,7,2,2018,0845,0854,TREES,2,300,NULL,,MOSI,,,,,,
20180097,R,1A,DE,MF,8051,83672,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,0,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,38.8,1,4,2018,0645,0710,NULL,24,NULL,NULL,,NULL,,,,,,
NULL,R,1A,AC,SB,8051,83672,GRCA,Gray Catbird,U,NULL,NULL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,38.1,25,10,2020,0700,0711,CT,2,NULL,NULL,,NULL,,,,,,
NULL,N,1A,ES,MC,8051,83673,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,2,0,N,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,37.2,7,2,2018,1005,1015,TREES,1,300,NULL,,MOSI,,,,,,
NULL,N,1A,ES,MC,8051,83674,WOTH,Wood Thrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,2,0,N,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,43.6,8,2,2018,0645,0719,TREES,15,300,NULL,,MOSI,,,,,,
NULL,R,1A,LL,MC,8051,83675,WOTH,Wood Thrush,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,47.7,7,1,2019,NULL,0837,CT,13,300,NULL,,Saint-Laurent,,,,,,
NULL,R,1A,LL,DD,8051,83675,WOTH,Wood Thrush,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,45.9,12,1,2019,NULL,0652,CT,12,300,NULL,,Saint-Laurent,,,,,,
NULL,R,1A,DB,DD,8051,83675,WOTH,Wood Thrush,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,95.4,13,1,2019,NULL,0804,CT,15,300,NULL,,Saint-Laurent,,,,,,
NULL,N,1A,LR,MC,8051,83675,WOTH,Wood Thrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,0,N,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,45.5,7,3,2018,0705,NULL,CT,17,300,NULL,,Audubon Omaha,,,,,,
NULL,R,1A,NULL,MC,8051,83675,WOTH,Wood Thrush,ASY,NULL,P,NULL,F,W,NULL,NULL,NULL,0,0,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,46.3,21,3,2021,845,NULL,CT,25,300,NULL,NULL,,,,,,,
NULL,R,1A,NULL,MC,8051,83675,WOTH,Wood Thrush,ASY,NULL,P,NULL,U,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,46.2,21,3,2021,1110,NULL,CT,24,300,NULL,NULL,,,,,,,
NULL,R,1A,RL,SHD,8051,83675,WOTH,Wood Thrush,AHY,DCB,L,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,11,2021,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,
NULL,N,1A,LR,MC,8051,83676,WOTH,Wood Thrush,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,0,N,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,45.4,7,3,2018,0735,NULL,CT,25,300,NULL,,Audubon Omaha,,,,,,
20180019,R,1A,DE,MF,8051,83676,WOTH,Wood Thrush,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,0,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,48.2,29,3,2018,0825,0846,NULL,17,NULL,NULL,,NULL,,,,,,
NULL,N,1A,LR,MC,8051,83677,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,0,N,2,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,34.4,7,3,2018,0835,NULL,CT,2,300,NULL,,Audubon Omaha,,,,,,
20180131,R,1A,DE,MF,8051,83677,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y,0,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,37.2,3,4,2018,0940,0955,NULL,24,NULL,NULL,,NULL,,,,,,
NULL,N,1A,HG,MC,8051,83680,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,17,3,2018,0700,0738,CT,15,300,NULL,,NABC,,,,,,
NULL,N,1A,JK,MA,8051,83681,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,18,3,2018,0630,0654,CT,5,300,NULL,,NABC,,,,,,
NULL,N,1A,MA,JK,8051,83682,GRCA,Gray Catbird,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,18,3,2018,0630,0659,CT,6,300,NULL,,NABC,,,,,,
NULL,N,1A,RD,SF,8051,83683,RBGR,Rose-breasted Grosbeak,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,18,3,2018,0710,0724,CT,5,300,NULL,,NABC,,,,,,
NULL,N,1A,JK,TB,8051,83684,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,NULL,18,3,2018,0750,0822,CT,17,300,NULL,,NABC,,,,,,
NULL,N,1A,JK,SF,8051,83685,SUTA,Summer Tanager,SY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,18,3,2018,0850,0915,CT,17,300,NULL,,NABC,,,,,,
NULL,N,1A,SF,RD,8051,83686,BAOR,Baltimore Oriole,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,19,3,2018,0830,0905,CT,5,300,NULL,,NABC,,,,,,
NULL,N,1A,ER,MA,8051,83687,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,19,3,2018,0920,0950,CT,14,300,NULL,,NABC,,,,,,
NULL,N,1A,ER,JK,8051,83688,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,19,3,2018,0920,0956,CT,2,300,NULL,,NABC,,,,,,
20180177,R,1A,DE,MF,8051,83688,GRCA,Gray Catbird,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,0,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,37.2,5,4,2018,0715,0735,NULL,16,NULL,NULL,,NULL,,,,,,
NULL,R,1A,SN,NULL,8051,83688,GRCA,Gray Catbird,ASY,NULL,P,NULL,U,NULL,NULL,NULL,NULL,0,0,2,0,N,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,34.1,26,2,2021,NULL,900,CT,12,300,NULL,NULL,,,,,,,
NULL,N,1A,SF,JK,8051,83689,RBGR,Rose-breasted Grosbeak,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,19,3,2018,1010,NULL,CT,1,300,NULL,,NABC,,,,,,
NULL,N,1A,ER,JK,8051,83690,WOTH,Wood Thrush,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,NULL,20,3,2018,0650,0715,CT,3,300,NULL,,NABC,,,,,,
NULL,R,1A,MA,RD,8051,83690,WOTH,Wood Thrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,21,3,2018,1010,NULL,CT,14,300,NULL,,NABC,,,,,,
NULL,N,1A,JK,DH,8051,83691,BAOR,Baltimore Oriole,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,20,3,2018,0930,0945,CT,15,300,NULL,,NABC,,,,,,
NULL,N,1A,JK,ER,8051,83692,RBGR,Rose-breasted Grosbeak,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,20,3,2018,0930,0956,CT,3,300,NULL,,NABC,,,,,,
NULL,N,1A,MA,JK,8051,83693,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,20,3,2018,0930,1012,CT,14,300,NULL,,NABC,,,,,,
NULL,R,1A,MA,JK,8051,83693,GRCA,Gray Catbird,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,36.9,23,3,2018,1005,NULL,CT,15,300,NULL,,NABC,,,,,,
NULL,N,1A,SF,PK,8051,83694,WOTH,Wood Thrush,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,21,3,2018,0630,0648,CT,14,300,NULL,,NABC,,,,,,
NULL,N,1A,ER,RD,8051,83695,WOTH,Wood Thrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,NULL,21,3,2018,0710,0734,CT,15,300,NULL,,NABC,,,,,,
NULL,N,1A,ER,LD,8051,83696,BAOR,Baltimore Oriole,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,NULL,21,3,2018,0730,0751,CT,13,300,NULL,,NABC,,,,,,
NULL,N,1A,JK,DH,8051,83697,WOTH,Wood Thrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,45.7,21,3,2018,0710,0733,CT,25,300,NULL,,NABC,,,,,,
NULL,N,1A,ER,RD,8051,83698,RBGR,Rose-breasted Grosbeak,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,NULL,22,3,2018,0730,NULL,CT,B,300,NULL,,NABC,,,,,,
NULL,N,1A,MA,JK,8051,83699,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,37,22,3,2018,1100,1133,CT,17,300,NULL,,NABC,,,,,,
20180298,R,1A,SL,SGL,8051,83699,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,0,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,37.2,15,4,2018,1035,1050,NULL,17,NULL,NULL,,NULL,,,,,,
NULL,N,1A,JK,DH,8051,83700,GRCA,Gray Catbird,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,36.8,22,3,2018,1130,1140,CT,6,300,NULL,,NABC,,,,,,
20180314,R,1A,HCI,SGL,8051,83700,GRCA,Gray Catbird,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,0,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,38.8,16,4,2018,0605,0615,NULL,17,NULL,NULL,,NULL,,,,,,
NULL,N,1A,VK,MC,8051,83701,GRCA,Gray Catbird,U,NULL,NULL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90.0,33.6,18,3,2019,0700,0730,CT,2,300,NULL,,ISLAND EXPEDITIONS,,,,,,
NULL,N,1A,VK,MC,8051,83702,GRCA,Gray Catbird,U,NULL,NULL,NULL,U,NULL,NULL,NULL,NULL,0,0,2,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.0,37.6,18,3,2019,0700,0755,CT,15,300,NULL,,ISLAND EXPEDITIONS,,,,,,
NULL,N,1A,DJ,MC,8051,83703,GRCA,Gray Catbird,ASY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.0,37.5,22,3,2019,0745,0807,CT,1,300,NULL,,ISLAND EXPEDITIONS,,,,,,
20190007,N,1A,JG,SGL,8051,83704,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,33.7,29,3,2019,0605,0650,NULL,3,NULL,NULL,,NULL,,,,,,
20190008,N,1A,JG,SGL,8051,83705,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,36.0,29,3,2019,0635,0705,NULL,6,NULL,NULL,,NULL,,,,,,
20190071,R,1A,JG,SGL,8051,83705,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,37.1,31,3,2019,0920,0945,NULL,17,NULL,NULL,,NULL,,,,,,
20190009,N,1A,JG,SGL,8051,83706,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,37.0,29,3,2019,0635,0705,NULL,4,NULL,NULL,,NULL,,,,,,
20190022,SD,1A,DJ,SGL,8051,83706,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,37.2,29,3,2019,1035,1050,NULL,3,NULL,NULL,,NULL,,,,,,
20190010,N,1A,JG,SGL,8051,83707,WOTH,Wood Thrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,47.1,29,3,2019,0700,0740,NULL,4,NULL,NULL,,NULL,,,,,,
20190011,N,1A,JG,SGL,8051,83708,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,37.1,29,3,2019,1005,1025,NULL,22,NULL,NULL,,NULL,,,,,,
20190012,N,1A,JG,SGL,8051,83709,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,35.4,29,3,2019,1105,1115,NULL,15,NULL,NULL,,NULL,,,,,,
20190030,N,1A,JG,SGL,8051,83710,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,35.4,30,3,2019,0610,0625,NULL,26,NULL,NULL,,NULL,,,,,,
20190031,N,1A,JG,SGL,8051,83711,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,36.1,30,3,2019,0610,0630,NULL,11,NULL,NULL,,NULL,,,,,,
20190032,N,1A,JG,SGL,8051,83712,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,34.7,30,3,2019,0610,0635,NULL,4,NULL,NULL,,NULL,,,,,,
20190033,N,1A,JG,SGL,8051,83713,RBGR,Rose-breasted Grosbeak,SY,NULL,ML,NULL,M,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,45.5,30,3,2019,0710,0800,NULL,5,NULL,NULL,,NULL,,,,,,
20190034,N,1A,JG,SGL,8051,83714,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,32.5,30,3,2019,0840,0855,NULL,22,NULL,NULL,,NULL,,,,,,
20190035,N,1A,JG,SGL,8051,83715,WOTH,Wood Thrush,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,49.6,30,3,2019,0940,0955,NULL,3,NULL,NULL,,NULL,,,,,,
20190036,N,1A,JG,SGL,8051,83716,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,36.5,30,3,2019,1010,1020,NULL,22,NULL,NULL,,NULL,,,,,,
20190037,N,1A,JG,SGL,8051,83717,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,35.5,30,3,2019,1010,1030,NULL,19,NULL,NULL,,NULL,,,,,,
20190059,N,1A,JG,SGL,8051,83718,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,34.5,31,3,2019,0610,0630,NULL,12,NULL,NULL,,NULL,,,,,,
20190060,N,1A,JG,SGL,8051,83719,GRCA,Gray Catbird,SY,NULL,"PL,ML",NULL,U,NULL,NULL,NULL,NULL,0,0,0,Y,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,32.9,31,3,2019,0640,0650,NULL,6,NULL,NULL,,NULL,,,,,,
20190061,N,1A,JG,SGL,8051,83720,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,33.2,31,3,2019,0820,0835,NULL,15,NULL,NULL,,NULL,,,,,,
20190062,N,1A,JG,SGL,8051,83721,RBGR,Rose-breasted Grosbeak,SY,NULL,ML,NULL,M,PL,NULL,NULL,NULL,0,0,0,Y,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,43.3,31,3,2019,0850,0910,NULL,14,NULL,NULL,,NULL,,,,,,
20190063,N,1A,JG,SGL,8051,83722,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,1,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,35.2,31,3,2019,0920,0950,NULL,16,NULL,NULL,,NULL,,,,,,
20190064,N,1A,JG,SGL,8051,83723,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,37.0,31,3,2019,1110,1125,NULL,24,NULL,NULL,,NULL,,,,,,
20190083,N,1A,JG,SGL,8051,83724,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,35.8,1,4,2019,0615,0635,NULL,15,NULL,NULL,,NULL,,,,,,
20190084,N,1A,JG,SGL,8051,83725,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,37.3,1,4,2019,0615,0640,NULL,6,NULL,NULL,,NULL,,,,,,
20190187,R,1A,JG,SGL,8051,83725,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,36.8,7,4,2019,0610,0625,NULL,4,NULL,NULL,,NULL,,,,,,
20190085,N,1A,JG,SGL,8051,83726,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,36.8,1,4,2019,0615,0640,NULL,4,NULL,NULL,,NULL,,,,,,
20190086,N,1A,JG,SGL,8051,83727,SUTA,Summer Tanager,ASY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,39.0,1,4,2019,0945,1000,NULL,19,NULL,NULL,,NULL,,,,,,
20190087,N,1A,JG,SGL,8051,83728,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,37.7,1,4,2019,1100,1105,NULL,14,NULL,NULL,,NULL,,,,,,
20190146,R,1A,JG,SGL,8051,83728,GRCA,Gray Catbird,SY,NULL,ML,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,34.7,5,4,2019,0610,0630,NULL,17,NULL,NULL,,NULL,,,,,,
20190096,N,1A,JG,SGL,8051,83729,GRCA,Gray Catbird,AHY,NULL,PL,NULL,U,,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,33.2,2,4,2019,0610,0625,NULL,27,NULL,NULL,,NULL,,,,,,
20190097,N,1A,JG,SGL,8051,83730,RBGR,Rose-breasted Grosbeak,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,Y,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,44.0,2,4,2019,0640,0655,NULL,5,NULL,NULL,,NULL,,,,,,
20190098,N,1A,JG,SGL,8051,83731,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,36.8,2,4,2019,0640,0700,NULL,13,NULL,NULL,,NULL,,,,,,
20190099,N,1A,JG,SGL,8051,83732,GRCA,Gray Catbird,SY,NULL,"PL,ML",NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,33.6,2,4,2019,0810,0830,NULL,11,NULL,NULL,,NULL,,,,,,
20190112,N,1A,JG,SGL,8051,83733,RBGR,Rose-breasted Grosbeak,SY,NULL,ML,NULL,F,PL,NULL,NULL,NULL,0,0,0,Y,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,44.0,3,4,2019,0840,0845,NULL,14,NULL,NULL,,NULL,,,,,,
20190113,N,1A,JG,SGL,8051,83734,SUTA,Summer Tanager,SY,NULL,PL,NULL,M,PL,NULL,NULL,NULL,0,0,0,Y,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,30.5,3,4,2019,1010,1030,NULL,19,NULL,NULL,,NULL,,,,,,
20190114,N,1A,JG,SGL,8051,83735,BAOR,Baltimore Oriole,ASY,NULL,PL,NULL,F,PL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,29.8,3,4,2019,1040,1055,NULL,26,NULL,NULL,,NULL,,,,,,
20190130,N,1A,JG,SGL,8051,83736,WOTH,Wood Thrush,SY,NULL,"PL,ML",NULL,U,NULL,NULL,NULL,NULL,0,0,2,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,51.0,4,4,2019,0710,0735,NULL,25,NULL,NULL,,NULL,,,,,,
20190143,N,1A,JG,SGL,8051,83737,GRCA,Gray Catbird,SY,NULL,PL,NULL,U,NULL,NULL,NULL,NULL,0,0,0,N,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,34.5,5,4,2019,0535,0550,NULL,6,NULL,NULL,,NULL,,,,,,
